forecast_date,target,location,target_end_date,type,quantile,value
2020-09-06,3 wk ahead cum death,44,2020-09-26,point,,1076.70620957716
2020-09-06,3 wk ahead cum death,19,2020-09-26,point,,1343.98348971928
2020-09-06,4 wk ahead cum death,US,2020-10-03,point,,212856.44049252602
2020-09-06,4 wk ahead cum death,36,2020-10-03,point,,33178.5206657909
2020-09-06,4 wk ahead cum death,34,2020-10-03,point,,16010.512790763301
2020-09-06,4 wk ahead cum death,06,2020-10-03,point,,17008.6006981575
2020-09-06,4 wk ahead cum death,48,2020-10-03,point,,18178.8513611518
2020-09-06,4 wk ahead cum death,12,2020-10-03,point,,14999.944470086399
2020-09-06,4 wk ahead cum death,25,2020-10-03,point,,9491.426222434879
2020-09-06,4 wk ahead cum death,17,2020-10-03,point,,8782.62400971307
2020-09-06,4 wk ahead cum death,42,2020-10-03,point,,8064.798895970709
2020-09-06,4 wk ahead cum death,26,2020-10-03,point,,6964.26111744219
2020-09-06,4 wk ahead cum death,13,2020-10-03,point,,7742.67791446124
2020-09-06,4 wk ahead cum death,04,2020-10-03,point,,6286.32544304765
2020-09-06,4 wk ahead cum death,22,2020-10-03,point,,5611.737373198779
2020-09-06,4 wk ahead cum death,09,2020-10-03,point,,4483.66364267035
2020-09-06,4 wk ahead cum death,39,2020-10-03,point,,4756.170025722689
2020-09-06,4 wk ahead cum death,24,2020-10-03,point,,3971.5472257248603
2020-09-06,4 wk ahead cum death,18,2020-10-03,point,,3594.4586286611493
2020-09-06,4 wk ahead cum death,37,2020-10-03,point,,3463.963328636189
2020-09-06,4 wk ahead cum death,45,2020-10-03,point,,3774.12379475272
2020-09-06,4 wk ahead cum death,51,2020-10-03,point,,3063.69636116021
2020-09-06,4 wk ahead cum death,28,2020-10-03,point,,3342.15917959791
2020-09-06,4 wk ahead cum death,01,2020-10-03,point,,2869.9794108823303
2020-09-06,4 wk ahead cum death,08,2020-10-03,point,,2075.39169912103
2020-09-06,4 wk ahead cum death,53,2020-10-03,point,,2151.1584300588893
2020-09-06,4 wk ahead cum death,27,2020-10-03,point,,2087.7254041516103
2020-09-06,4 wk ahead cum death,47,2020-10-03,point,,2606.24002651996
2020-09-06,4 wk ahead cum death,29,2020-10-03,point,,1800.8063028992801
2020-09-06,4 wk ahead cum death,32,2020-10-03,point,,1779.90549897251
2020-09-06,4 wk ahead cum death,55,2020-10-03,point,,1288.03749039586
2020-09-06,4 wk ahead cum death,44,2020-10-03,point,,1080.7914544266198
2020-09-06,4 wk ahead cum death,19,2020-10-03,point,,1401.8523608773999
2020-09-13,1 wk ahead inc death,US,2020-09-19,point,,5364.22899283977
2020-09-13,1 wk ahead inc death,36,2020-09-19,point,,58.389135637512894
2020-09-13,1 wk ahead inc death,34,2020-09-19,point,,39.139836990256796
2020-09-13,1 wk ahead inc death,48,2020-09-19,point,,897.324490712828
2020-09-13,1 wk ahead inc death,06,2020-09-19,point,,706.3781107816901
2020-09-13,1 wk ahead inc death,12,2020-09-19,point,,665.2292175115471
2020-09-13,1 wk ahead inc death,25,2020-09-19,point,,74.5047869667058
2020-09-13,1 wk ahead inc death,17,2020-09-19,point,,123.443922475951
2020-09-13,1 wk ahead inc death,42,2020-09-19,point,,89.43225197537109
2020-09-13,1 wk ahead inc death,26,2020-09-19,point,,59.0529805374092
2020-09-13,1 wk ahead inc death,13,2020-09-19,point,,404.16767701203
2020-09-13,1 wk ahead inc death,04,2020-09-19,point,,202.284877225388
2020-09-13,1 wk ahead inc death,22,2020-09-19,point,,127.16255112310199
2020-09-13,1 wk ahead inc death,09,2020-09-19,point,,1.79403164024463
2020-09-13,1 wk ahead inc death,39,2020-09-19,point,,123.598019466943
2020-09-13,1 wk ahead inc death,24,2020-09-19,point,,46.3496360518048
2020-09-13,1 wk ahead inc death,18,2020-09-19,point,,61.0126171415127
2020-09-13,1 wk ahead inc death,37,2020-09-19,point,,166.234267276226
2020-09-13,1 wk ahead inc death,45,2020-09-19,point,,186.717012428147
2020-09-13,1 wk ahead inc death,51,2020-09-19,point,,98.74703637840099
2020-09-13,1 wk ahead inc death,28,2020-09-19,point,,124.278979320413
2020-09-13,1 wk ahead inc death,01,2020-09-19,point,,135.179171661585
2020-09-13,1 wk ahead inc death,47,2020-09-19,point,,130.098240792796
2020-09-13,1 wk ahead inc death,53,2020-09-19,point,,40.058893398528
2020-09-13,1 wk ahead inc death,08,2020-09-19,point,,26.568891190631398
2020-09-13,1 wk ahead inc death,27,2020-09-19,point,,35.305227158361
2020-09-13,1 wk ahead inc death,29,2020-09-19,point,,101.60515362822599
2020-09-13,1 wk ahead inc death,32,2020-09-19,point,,82.3501906872253
2020-09-13,1 wk ahead inc death,19,2020-09-19,point,,46.9929423462492
2020-09-13,1 wk ahead inc death,55,2020-09-19,point,,33.7908483000828
2020-09-13,1 wk ahead inc death,21,2020-09-19,point,,53.6019059622069
2020-09-13,1 wk ahead inc death,44,2020-09-19,point,,5.1198546991688465
2020-09-13,2 wk ahead inc death,US,2020-09-26,point,,5370.75738055483
2020-09-13,2 wk ahead inc death,36,2020-09-26,point,,49.5006306383836
2020-09-13,2 wk ahead inc death,34,2020-09-26,point,,35.6308762384219
2020-09-13,2 wk ahead inc death,48,2020-09-26,point,,928.7120050832028
2020-09-13,2 wk ahead inc death,06,2020-09-26,point,,718.218426410817
2020-09-13,2 wk ahead inc death,12,2020-09-26,point,,685.633948827328
2020-09-13,2 wk ahead inc death,25,2020-09-26,point,,70.0503895251704
2020-09-13,2 wk ahead inc death,17,2020-09-26,point,,114.78093010094601
2020-09-13,2 wk ahead inc death,42,2020-09-26,point,,85.8821187334943
2020-09-13,2 wk ahead inc death,26,2020-09-26,point,,53.9658269533702
2020-09-13,2 wk ahead inc death,13,2020-09-26,point,,392.079436680809
2020-09-13,2 wk ahead inc death,04,2020-09-26,point,,217.314430788777
2020-09-13,2 wk ahead inc death,22,2020-09-26,point,,106.25657596504
2020-09-13,2 wk ahead inc death,09,2020-09-26,point,,1.70739236082016
2020-09-13,2 wk ahead inc death,39,2020-09-26,point,,121.29566560056
2020-09-13,2 wk ahead inc death,24,2020-09-26,point,,42.304713097633
2020-09-13,2 wk ahead inc death,18,2020-09-26,point,,58.0107564999681
2020-09-13,2 wk ahead inc death,37,2020-09-26,point,,163.355153080899
2020-09-13,2 wk ahead inc death,45,2020-09-26,point,,192.396692078004
2020-09-13,2 wk ahead inc death,51,2020-09-26,point,,98.31101556190241
2020-09-13,2 wk ahead inc death,28,2020-09-26,point,,127.099140415497
2020-09-13,2 wk ahead inc death,01,2020-09-26,point,,140.476096757794
2020-09-13,2 wk ahead inc death,47,2020-09-26,point,,134.005569449217
2020-09-13,2 wk ahead inc death,53,2020-09-26,point,,39.7766454010913
2020-09-13,2 wk ahead inc death,08,2020-09-26,point,,26.234649326542893
2020-09-13,2 wk ahead inc death,27,2020-09-26,point,,35.3340088311325
2020-09-13,2 wk ahead inc death,29,2020-09-26,point,,96.93508316460121
2020-09-13,2 wk ahead inc death,32,2020-09-26,point,,85.9054432313623
2020-09-13,2 wk ahead inc death,19,2020-09-26,point,,45.7632924512498
2020-09-13,2 wk ahead inc death,55,2020-09-26,point,,31.90984408239
2020-09-13,2 wk ahead inc death,21,2020-09-26,point,,52.42238780799249
2020-09-13,2 wk ahead inc death,44,2020-09-26,point,,3.87756650183703
2020-09-13,3 wk ahead inc death,US,2020-10-03,point,,5448.32602934667
2020-09-13,3 wk ahead inc death,36,2020-10-03,point,,42.3109150266782
2020-09-13,3 wk ahead inc death,34,2020-10-03,point,,33.101112775913
2020-09-13,3 wk ahead inc death,48,2020-10-03,point,,983.119099551216
2020-09-13,3 wk ahead inc death,06,2020-10-03,point,,736.686630237713
2020-09-13,3 wk ahead inc death,12,2020-10-03,point,,716.253886599093
2020-09-13,3 wk ahead inc death,25,2020-10-03,point,,65.98926890418049
2020-09-13,3 wk ahead inc death,17,2020-10-03,point,,106.699878283238
2020-09-13,3 wk ahead inc death,42,2020-10-03,point,,83.32459656697121
2020-09-13,3 wk ahead inc death,26,2020-10-03,point,,49.2577367847795
2020-09-13,3 wk ahead inc death,13,2020-10-03,point,,385.4237914515
2020-09-13,3 wk ahead inc death,04,2020-10-03,point,,233.974038532826
2020-09-13,3 wk ahead inc death,22,2020-10-03,point,,98.9700182219523
2020-09-13,3 wk ahead inc death,09,2020-10-03,point,,1.6789306028571105
2020-09-13,3 wk ahead inc death,39,2020-10-03,point,,118.76347324004801
2020-09-13,3 wk ahead inc death,24,2020-10-03,point,,38.8420832484884
2020-09-13,3 wk ahead inc death,18,2020-10-03,point,,55.1148661250925
2020-09-13,3 wk ahead inc death,37,2020-10-03,point,,160.337337049403
2020-09-13,3 wk ahead inc death,45,2020-10-03,point,,200.44223282345797
2020-09-13,3 wk ahead inc death,51,2020-10-03,point,,99.1888697526569
2020-09-13,3 wk ahead inc death,28,2020-10-03,point,,129.62472689716998
2020-09-13,3 wk ahead inc death,01,2020-10-03,point,,145.805885911705
2020-09-13,3 wk ahead inc death,47,2020-10-03,point,,137.977553462484
2020-09-13,3 wk ahead inc death,53,2020-10-03,point,,40.0648053508065
2020-09-13,3 wk ahead inc death,08,2020-10-03,point,,25.614058562418602
2020-09-13,3 wk ahead inc death,27,2020-10-03,point,,35.0118488109428
2020-09-13,3 wk ahead inc death,29,2020-10-03,point,,92.13379710304208
2020-09-13,3 wk ahead inc death,32,2020-10-03,point,,90.2935301576171
2020-09-13,3 wk ahead inc death,19,2020-10-03,point,,45.577433656242896
2020-09-13,3 wk ahead inc death,55,2020-10-03,point,,30.115466136731897
2020-09-13,3 wk ahead inc death,21,2020-10-03,point,,51.309922678214505
2020-09-13,3 wk ahead inc death,44,2020-10-03,point,,2.92263732090381
2020-09-13,4 wk ahead inc death,US,2020-10-10,point,,5487.97219744669
2020-09-13,4 wk ahead inc death,36,2020-10-10,point,,36.378650454223596
2020-09-13,4 wk ahead inc death,34,2020-10-10,point,,31.0233744982476
2020-09-13,4 wk ahead inc death,48,2020-10-10,point,,1003.84008838554
2020-09-13,4 wk ahead inc death,06,2020-10-10,point,,751.6476313453909
2020-09-13,4 wk ahead inc death,12,2020-10-10,point,,729.849773551468
2020-09-13,4 wk ahead inc death,25,2020-10-10,point,,63.2174317750655
2020-09-13,4 wk ahead inc death,17,2020-10-10,point,,99.26521003118359
2020-09-13,4 wk ahead inc death,42,2020-10-10,point,,81.45606817957041
2020-09-13,4 wk ahead inc death,26,2020-10-10,point,,45.0065573785973
2020-09-13,4 wk ahead inc death,13,2020-10-10,point,,382.94164962346
2020-09-13,4 wk ahead inc death,04,2020-10-10,point,,253.565124983843
2020-09-13,4 wk ahead inc death,22,2020-10-10,point,,89.28126442541142
2020-09-13,4 wk ahead inc death,09,2020-10-10,point,,1.68166942333893
2020-09-13,4 wk ahead inc death,39,2020-10-10,point,,116.649567709533
2020-09-13,4 wk ahead inc death,24,2020-10-10,point,,36.065877101142
2020-09-13,4 wk ahead inc death,18,2020-10-10,point,,52.4673676230962
2020-09-13,4 wk ahead inc death,37,2020-10-10,point,,157.407064184314
2020-09-13,4 wk ahead inc death,45,2020-10-10,point,,212.20533357708496
2020-09-13,4 wk ahead inc death,51,2020-10-10,point,,100.94191874310499
2020-09-13,4 wk ahead inc death,28,2020-10-10,point,,131.203387520023
2020-09-13,4 wk ahead inc death,01,2020-10-10,point,,150.27556575830602
2020-09-13,4 wk ahead inc death,47,2020-10-10,point,,142.212395870912
2020-09-13,4 wk ahead inc death,53,2020-10-10,point,,39.9294505116775
2020-09-13,4 wk ahead inc death,08,2020-10-10,point,,25.336999982652397
2020-09-13,4 wk ahead inc death,27,2020-10-10,point,,35.0953189658065
2020-09-13,4 wk ahead inc death,29,2020-10-10,point,,87.95317621828741
2020-09-13,4 wk ahead inc death,32,2020-10-10,point,,95.8597527042252
2020-09-13,4 wk ahead inc death,19,2020-10-10,point,,46.3392717281399
2020-09-13,4 wk ahead inc death,55,2020-10-10,point,,28.435699223372602
2020-09-13,4 wk ahead inc death,21,2020-10-10,point,,50.4106150729897
2020-09-13,4 wk ahead inc death,44,2020-10-10,point,,2.15569342455085
2020-09-13,1 wk ahead cum death,US,2020-09-19,point,,199057.22899284
2020-09-13,1 wk ahead cum death,36,2020-09-19,point,,33081.3891356375
2020-09-13,1 wk ahead cum death,34,2020-09-19,point,,16066.1398369903
2020-09-13,1 wk ahead cum death,48,2020-09-19,point,,15229.324490712801
2020-09-13,1 wk ahead cum death,06,2020-09-19,point,,15033.3781107817
2020-09-13,1 wk ahead cum death,12,2020-09-19,point,,13265.2292175115
2020-09-13,1 wk ahead cum death,25,2020-09-19,point,,9269.504786966707
2020-09-13,1 wk ahead cum death,17,2020-09-19,point,,8650.44392247595
2020-09-13,1 wk ahead cum death,42,2020-09-19,point,,7918.43225197537
2020-09-13,1 wk ahead cum death,26,2020-09-19,point,,6895.05298053741
2020-09-13,1 wk ahead cum death,13,2020-09-19,point,,6691.16767701203
2020-09-13,1 wk ahead cum death,04,2020-09-19,point,,5517.284877225389
2020-09-13,1 wk ahead cum death,22,2020-09-19,point,,5329.1625511231
2020-09-13,1 wk ahead cum death,09,2020-09-19,point,,4481.79403164024
2020-09-13,1 wk ahead cum death,39,2020-09-19,point,,4534.59801946694
2020-09-13,1 wk ahead cum death,24,2020-09-19,point,,3882.3496360517997
2020-09-13,1 wk ahead cum death,18,2020-09-19,point,,3498.01261714151
2020-09-13,1 wk ahead cum death,37,2020-09-19,point,,3213.2342672762293
2020-09-13,1 wk ahead cum death,45,2020-09-19,point,,3226.71701242815
2020-09-13,1 wk ahead cum death,51,2020-09-19,point,,2820.7470363784005
2020-09-13,1 wk ahead cum death,28,2020-09-19,point,,2809.27897932041
2020-09-13,1 wk ahead cum death,01,2020-09-19,point,,2485.1791716615803
2020-09-13,1 wk ahead cum death,47,2020-09-19,point,,2194.0982407928
2020-09-13,1 wk ahead cum death,53,2020-09-19,point,,2031.05889339853
2020-09-13,1 wk ahead cum death,08,2020-09-19,point,,2014.5688911906304
2020-09-13,1 wk ahead cum death,27,2020-09-19,point,,1993.3052271583608
2020-09-13,1 wk ahead cum death,29,2020-09-19,point,,1733.60515362823
2020-09-13,1 wk ahead cum death,32,2020-09-19,point,,1531.3501906872302
2020-09-13,1 wk ahead cum death,19,2020-09-19,point,,1264.99294234625
2020-09-13,1 wk ahead cum death,55,2020-09-19,point,,1242.79084830008
2020-09-13,1 wk ahead cum death,21,2020-09-19,point,,1110.60190596221
2020-09-13,1 wk ahead cum death,44,2020-09-19,point,,1076.11985469917
2020-09-13,2 wk ahead cum death,US,2020-09-26,point,,204427.986373395
2020-09-13,2 wk ahead cum death,36,2020-09-26,point,,33130.8897662759
2020-09-13,2 wk ahead cum death,34,2020-09-26,point,,16101.770713228701
2020-09-13,2 wk ahead cum death,48,2020-09-26,point,,16158.036495796001
2020-09-13,2 wk ahead cum death,06,2020-09-26,point,,15751.5965371925
2020-09-13,2 wk ahead cum death,12,2020-09-26,point,,13950.863166338899
2020-09-13,2 wk ahead cum death,25,2020-09-26,point,,9339.555176491873
2020-09-13,2 wk ahead cum death,17,2020-09-26,point,,8765.2248525769
2020-09-13,2 wk ahead cum death,42,2020-09-26,point,,8004.314370708871
2020-09-13,2 wk ahead cum death,26,2020-09-26,point,,6949.01880749078
2020-09-13,2 wk ahead cum death,13,2020-09-26,point,,7083.247113692841
2020-09-13,2 wk ahead cum death,04,2020-09-26,point,,5734.59930801417
2020-09-13,2 wk ahead cum death,22,2020-09-26,point,,5435.419127088139
2020-09-13,2 wk ahead cum death,09,2020-09-26,point,,4483.501424001071
2020-09-13,2 wk ahead cum death,39,2020-09-26,point,,4655.8936850675
2020-09-13,2 wk ahead cum death,24,2020-09-26,point,,3924.65434914944
2020-09-13,2 wk ahead cum death,18,2020-09-26,point,,3556.0233736414793
2020-09-13,2 wk ahead cum death,37,2020-09-26,point,,3376.58942035713
2020-09-13,2 wk ahead cum death,45,2020-09-26,point,,3419.11370450615
2020-09-13,2 wk ahead cum death,51,2020-09-26,point,,2919.0580519403
2020-09-13,2 wk ahead cum death,28,2020-09-26,point,,2936.37811973591
2020-09-13,2 wk ahead cum death,01,2020-09-26,point,,2625.655268419381
2020-09-13,2 wk ahead cum death,47,2020-09-26,point,,2328.103810242011
2020-09-13,2 wk ahead cum death,53,2020-09-26,point,,2070.8355387996203
2020-09-13,2 wk ahead cum death,08,2020-09-26,point,,2040.8035405171693
2020-09-13,2 wk ahead cum death,27,2020-09-26,point,,2028.6392359894887
2020-09-13,2 wk ahead cum death,29,2020-09-26,point,,1830.5402367928305
2020-09-13,2 wk ahead cum death,32,2020-09-26,point,,1617.25563391859
2020-09-13,2 wk ahead cum death,19,2020-09-26,point,,1310.7562347975
2020-09-13,2 wk ahead cum death,55,2020-09-26,point,,1274.70069238247
2020-09-13,2 wk ahead cum death,21,2020-09-26,point,,1163.0242937702
2020-09-13,2 wk ahead cum death,44,2020-09-26,point,,1079.99742120101
2020-09-13,3 wk ahead cum death,US,2020-10-03,point,,209876.31240274105
2020-09-13,3 wk ahead cum death,36,2020-10-03,point,,33173.200681302595
2020-09-13,3 wk ahead cum death,34,2020-10-03,point,,16134.871826004599
2020-09-13,3 wk ahead cum death,48,2020-10-03,point,,17141.155595347198
2020-09-13,3 wk ahead cum death,06,2020-10-03,point,,16488.2831674302
2020-09-13,3 wk ahead cum death,12,2020-10-03,point,,14667.117052938
2020-09-13,3 wk ahead cum death,25,2020-10-03,point,,9405.544445396059
2020-09-13,3 wk ahead cum death,17,2020-10-03,point,,8871.92473086014
2020-09-13,3 wk ahead cum death,42,2020-10-03,point,,8087.638967275841
2020-09-13,3 wk ahead cum death,26,2020-10-03,point,,6998.27654427556
2020-09-13,3 wk ahead cum death,13,2020-10-03,point,,7468.67090514434
2020-09-13,3 wk ahead cum death,04,2020-10-03,point,,5968.573346546988
2020-09-13,3 wk ahead cum death,22,2020-10-03,point,,5534.3891453100905
2020-09-13,3 wk ahead cum death,09,2020-10-03,point,,4485.18035460392
2020-09-13,3 wk ahead cum death,39,2020-10-03,point,,4774.65715830755
2020-09-13,3 wk ahead cum death,24,2020-10-03,point,,3963.4964323979298
2020-09-13,3 wk ahead cum death,18,2020-10-03,point,,3611.13823976657
2020-09-13,3 wk ahead cum death,37,2020-10-03,point,,3536.9267574065298
2020-09-13,3 wk ahead cum death,45,2020-10-03,point,,3619.55593732961
2020-09-13,3 wk ahead cum death,51,2020-10-03,point,,3018.2469216929603
2020-09-13,3 wk ahead cum death,28,2020-10-03,point,,3066.00284663308
2020-09-13,3 wk ahead cum death,01,2020-10-03,point,,2771.4611543310803
2020-09-13,3 wk ahead cum death,47,2020-10-03,point,,2466.0813637045003
2020-09-13,3 wk ahead cum death,53,2020-10-03,point,,2110.90034415043
2020-09-13,3 wk ahead cum death,08,2020-10-03,point,,2066.4175990795898
2020-09-13,3 wk ahead cum death,27,2020-10-03,point,,2063.6510848004395
2020-09-13,3 wk ahead cum death,29,2020-10-03,point,,1922.67403389587
2020-09-13,3 wk ahead cum death,32,2020-10-03,point,,1707.5491640762
2020-09-13,3 wk ahead cum death,19,2020-10-03,point,,1356.33366845374
2020-09-13,3 wk ahead cum death,55,2020-10-03,point,,1304.8161585192
2020-09-13,3 wk ahead cum death,21,2020-10-03,point,,1214.33421644841
2020-09-13,3 wk ahead cum death,44,2020-10-03,point,,1082.92005852191
2020-09-13,4 wk ahead cum death,US,2020-10-10,point,,215364.284600188
2020-09-13,4 wk ahead cum death,36,2020-10-10,point,,33209.5793317568
2020-09-13,4 wk ahead cum death,34,2020-10-10,point,,16165.8952005028
2020-09-13,4 wk ahead cum death,48,2020-10-10,point,,18144.9956837328
2020-09-13,4 wk ahead cum death,06,2020-10-10,point,,17239.9307987756
2020-09-13,4 wk ahead cum death,12,2020-10-10,point,,15396.966826489399
2020-09-13,4 wk ahead cum death,25,2020-10-10,point,,9468.76187717112
2020-09-13,4 wk ahead cum death,17,2020-10-10,point,,8971.189940891321
2020-09-13,4 wk ahead cum death,42,2020-10-10,point,,8169.095035455409
2020-09-13,4 wk ahead cum death,26,2020-10-10,point,,7043.283101654159
2020-09-13,4 wk ahead cum death,13,2020-10-10,point,,7851.6125547678
2020-09-13,4 wk ahead cum death,04,2020-10-10,point,,6222.13847153083
2020-09-13,4 wk ahead cum death,22,2020-10-10,point,,5623.670409735511
2020-09-13,4 wk ahead cum death,09,2020-10-10,point,,4486.86202402726
