location,quantile,target,value,type,forecast_date,target_end_date
22055,,2 wk ahead inc case,91.9615,point,2020-08-31,2020-09-12
22057,,2 wk ahead inc case,52.0605,point,2020-08-31,2020-09-12
22059,,2 wk ahead inc case,9.87,point,2020-08-31,2020-09-12
22061,,2 wk ahead inc case,17.766499999999994,point,2020-08-31,2020-09-12
22063,,2 wk ahead inc case,68.923,point,2020-08-31,2020-09-12
22065,,2 wk ahead inc case,2.487,point,2020-08-31,2020-09-12
22067,,2 wk ahead inc case,13.232000000000001,point,2020-08-31,2020-09-12
22069,,2 wk ahead inc case,22.1865,point,2020-08-31,2020-09-12
22071,,2 wk ahead inc case,33.4985,point,2020-08-31,2020-09-12
22073,,2 wk ahead inc case,59.986,point,2020-08-31,2020-09-12
22075,,2 wk ahead inc case,9.239,point,2020-08-31,2020-09-12
22077,,2 wk ahead inc case,12.6785,point,2020-08-31,2020-09-12
22079,,2 wk ahead inc case,41.96300000000001,point,2020-08-31,2020-09-12
22081,,2 wk ahead inc case,6.247499999999999,point,2020-08-31,2020-09-12
22083,,2 wk ahead inc case,8.791500000000001,point,2020-08-31,2020-09-12
22085,,2 wk ahead inc case,10.497,point,2020-08-31,2020-09-12
22087,,2 wk ahead inc case,25.355000000000004,point,2020-08-31,2020-09-12
22089,,2 wk ahead inc case,25.284000000000002,point,2020-08-31,2020-09-12
22091,,2 wk ahead inc case,19.8355,point,2020-08-31,2020-09-12
22093,,2 wk ahead inc case,5.985,point,2020-08-31,2020-09-12
22095,,2 wk ahead inc case,13.5975,point,2020-08-31,2020-09-12
22097,,2 wk ahead inc case,16.1125,point,2020-08-31,2020-09-12
22099,,2 wk ahead inc case,33.4135,point,2020-08-31,2020-09-12
22101,,2 wk ahead inc case,13.668,point,2020-08-31,2020-09-12
22103,,2 wk ahead inc case,82.42249999999999,point,2020-08-31,2020-09-12
22105,,2 wk ahead inc case,42.3845,point,2020-08-31,2020-09-12
22107,,2 wk ahead inc case,7.6785,point,2020-08-31,2020-09-12
22109,,2 wk ahead inc case,8.142000000000001,point,2020-08-31,2020-09-12
22111,,2 wk ahead inc case,13.179,point,2020-08-31,2020-09-12
22113,,2 wk ahead inc case,34.7615,point,2020-08-31,2020-09-12
22115,,2 wk ahead inc case,46.4585,point,2020-08-31,2020-09-12
22117,,2 wk ahead inc case,24.618500000000004,point,2020-08-31,2020-09-12
22119,,2 wk ahead inc case,20.716,point,2020-08-31,2020-09-12
22121,,2 wk ahead inc case,24.31,point,2020-08-31,2020-09-12
22123,,2 wk ahead inc case,0.353,point,2020-08-31,2020-09-12
22125,,2 wk ahead inc case,26.081000000000003,point,2020-08-31,2020-09-12
22127,,2 wk ahead inc case,9.913,point,2020-08-31,2020-09-12
23001,,2 wk ahead inc case,18.245,point,2020-08-31,2020-09-12
23003,,2 wk ahead inc case,2.8935,point,2020-08-31,2020-09-12
23005,,2 wk ahead inc case,35.947,point,2020-08-31,2020-09-12
23007,,2 wk ahead inc case,4.8485,point,2020-08-31,2020-09-12
23009,,2 wk ahead inc case,7.030500000000001,point,2020-08-31,2020-09-12
23011,,2 wk ahead inc case,13.63,point,2020-08-31,2020-09-12
23013,,2 wk ahead inc case,3.4775,point,2020-08-31,2020-09-12
23015,,2 wk ahead inc case,3.035,point,2020-08-31,2020-09-12
23017,,2 wk ahead inc case,6.647,point,2020-08-31,2020-09-12
23019,,2 wk ahead inc case,28.0765,point,2020-08-31,2020-09-12
23021,,2 wk ahead inc case,1.8525,point,2020-08-31,2020-09-12
23023,,2 wk ahead inc case,5.0985000000000005,point,2020-08-31,2020-09-12
23025,,2 wk ahead inc case,13.1665,point,2020-08-31,2020-09-12
23027,,2 wk ahead inc case,5.6895,point,2020-08-31,2020-09-12
23029,,2 wk ahead inc case,1.314,point,2020-08-31,2020-09-12
23031,,2 wk ahead inc case,81.015,point,2020-08-31,2020-09-12
24001,,2 wk ahead inc case,30.111,point,2020-08-31,2020-09-12
24003,,2 wk ahead inc case,279.0195,point,2020-08-31,2020-09-12
24005,,2 wk ahead inc case,370.718,point,2020-08-31,2020-09-12
24009,,2 wk ahead inc case,34.4955,point,2020-08-31,2020-09-12
24011,,2 wk ahead inc case,13.512,point,2020-08-31,2020-09-12
24013,,2 wk ahead inc case,27.8365,point,2020-08-31,2020-09-12
24015,,2 wk ahead inc case,41.31999999999999,point,2020-08-31,2020-09-12
24017,,2 wk ahead inc case,89.1375,point,2020-08-31,2020-09-12
24019,,2 wk ahead inc case,18.336,point,2020-08-31,2020-09-12
24021,,2 wk ahead inc case,94.448,point,2020-08-31,2020-09-12
24023,,2 wk ahead inc case,8.634,point,2020-08-31,2020-09-12
24025,,2 wk ahead inc case,137.835,point,2020-08-31,2020-09-12
24027,,2 wk ahead inc case,167.96900000000005,point,2020-08-31,2020-09-12
24029,,2 wk ahead inc case,21.016,point,2020-08-31,2020-09-12
24031,,2 wk ahead inc case,257.9365,point,2020-08-31,2020-09-12
24033,,2 wk ahead inc case,322.00500000000005,point,2020-08-31,2020-09-12
24035,,2 wk ahead inc case,32.5785,point,2020-08-31,2020-09-12
24037,,2 wk ahead inc case,22.113000000000003,point,2020-08-31,2020-09-12
24039,,2 wk ahead inc case,22.6805,point,2020-08-31,2020-09-12
24041,,2 wk ahead inc case,26.0965,point,2020-08-31,2020-09-12
24043,,2 wk ahead inc case,78.53949999999998,point,2020-08-31,2020-09-12
24045,,2 wk ahead inc case,53.45800000000001,point,2020-08-31,2020-09-12
24047,,2 wk ahead inc case,36.69300000000001,point,2020-08-31,2020-09-12
24510,,2 wk ahead inc case,209.3295,point,2020-08-31,2020-09-12
25001,,2 wk ahead inc case,27.541999999999998,point,2020-08-31,2020-09-12
25003,,2 wk ahead inc case,22.652,point,2020-08-31,2020-09-12
25005,,2 wk ahead inc case,65.8215,point,2020-08-31,2020-09-12
25007,,2 wk ahead inc case,2.2725000000000004,point,2020-08-31,2020-09-12
25009,,2 wk ahead inc case,93.98350000000002,point,2020-08-31,2020-09-12
25011,,2 wk ahead inc case,10.931,point,2020-08-31,2020-09-12
25013,,2 wk ahead inc case,29.9845,point,2020-08-31,2020-09-12
25015,,2 wk ahead inc case,20.1985,point,2020-08-31,2020-09-12
25017,,2 wk ahead inc case,140.773,point,2020-08-31,2020-09-12
25019,,2 wk ahead inc case,0.015,point,2020-08-31,2020-09-12
25021,,2 wk ahead inc case,49.5095,point,2020-08-31,2020-09-12
25023,,2 wk ahead inc case,48.7195,point,2020-08-31,2020-09-12
25025,,2 wk ahead inc case,91.301,point,2020-08-31,2020-09-12
25027,,2 wk ahead inc case,74.7085,point,2020-08-31,2020-09-12
26001,,2 wk ahead inc case,1.5105,point,2020-08-31,2020-09-12
26003,,2 wk ahead inc case,0.795,point,2020-08-31,2020-09-12
26005,,2 wk ahead inc case,52.169,point,2020-08-31,2020-09-12
26007,,2 wk ahead inc case,2.6755000000000004,point,2020-08-31,2020-09-12
26009,,2 wk ahead inc case,11.4105,point,2020-08-31,2020-09-12
26011,,2 wk ahead inc case,4.3125,point,2020-08-31,2020-09-12
26013,,2 wk ahead inc case,0.701,point,2020-08-31,2020-09-12
26015,,2 wk ahead inc case,20.56,point,2020-08-31,2020-09-12
26017,,2 wk ahead inc case,40.8565,point,2020-08-31,2020-09-12
26019,,2 wk ahead inc case,8.0215,point,2020-08-31,2020-09-12
26021,,2 wk ahead inc case,93.822,point,2020-08-31,2020-09-12
26023,,2 wk ahead inc case,38.626,point,2020-08-31,2020-09-12
26025,,2 wk ahead inc case,70.305,point,2020-08-31,2020-09-12
26027,,2 wk ahead inc case,32.2505,point,2020-08-31,2020-09-12
26029,,2 wk ahead inc case,12.814,point,2020-08-31,2020-09-12
26031,,2 wk ahead inc case,17.4025,point,2020-08-31,2020-09-12
26033,,2 wk ahead inc case,8.3245,point,2020-08-31,2020-09-12
26035,,2 wk ahead inc case,16.531000000000002,point,2020-08-31,2020-09-12
26037,,2 wk ahead inc case,32.8935,point,2020-08-31,2020-09-12
26039,,2 wk ahead inc case,1.5719999999999998,point,2020-08-31,2020-09-12
26041,,2 wk ahead inc case,15.98,point,2020-08-31,2020-09-12
26043,,2 wk ahead inc case,4.415,point,2020-08-31,2020-09-12
26045,,2 wk ahead inc case,32.412,point,2020-08-31,2020-09-12
26047,,2 wk ahead inc case,24.838,point,2020-08-31,2020-09-12
26049,,2 wk ahead inc case,84.89099999999998,point,2020-08-31,2020-09-12
26051,,2 wk ahead inc case,9.3765,point,2020-08-31,2020-09-12
26053,,2 wk ahead inc case,2.056,point,2020-08-31,2020-09-12
26055,,2 wk ahead inc case,69.2785,point,2020-08-31,2020-09-12
26057,,2 wk ahead inc case,21.3265,point,2020-08-31,2020-09-12
26059,,2 wk ahead inc case,16.4925,point,2020-08-31,2020-09-12
26061,,2 wk ahead inc case,8.0275,point,2020-08-31,2020-09-12
26063,,2 wk ahead inc case,11.0705,point,2020-08-31,2020-09-12
26065,,2 wk ahead inc case,69.523,point,2020-08-31,2020-09-12
26067,,2 wk ahead inc case,16.6035,point,2020-08-31,2020-09-12
26069,,2 wk ahead inc case,4.527,point,2020-08-31,2020-09-12
26071,,2 wk ahead inc case,3.556,point,2020-08-31,2020-09-12
26073,,2 wk ahead inc case,115.41,point,2020-08-31,2020-09-12
26075,,2 wk ahead inc case,53.735,point,2020-08-31,2020-09-12
26077,,2 wk ahead inc case,87.57900000000002,point,2020-08-31,2020-09-12
26079,,2 wk ahead inc case,9.0855,point,2020-08-31,2020-09-12
26081,,2 wk ahead inc case,364.17349999999993,point,2020-08-31,2020-09-12
26083,,2 wk ahead inc case,0.453,point,2020-08-31,2020-09-12
26085,,2 wk ahead inc case,1.4095,point,2020-08-31,2020-09-12
26087,,2 wk ahead inc case,37.048,point,2020-08-31,2020-09-12
26089,,2 wk ahead inc case,8.804,point,2020-08-31,2020-09-12
26091,,2 wk ahead inc case,51.584,point,2020-08-31,2020-09-12
26093,,2 wk ahead inc case,97.893,point,2020-08-31,2020-09-12
26095,,2 wk ahead inc case,11.289,point,2020-08-31,2020-09-12
26097,,2 wk ahead inc case,4.621,point,2020-08-31,2020-09-12
26099,,2 wk ahead inc case,232.91700000000003,point,2020-08-31,2020-09-12
26101,,2 wk ahead inc case,12.600999999999999,point,2020-08-31,2020-09-12
26103,,2 wk ahead inc case,14.739,point,2020-08-31,2020-09-12
26105,,2 wk ahead inc case,10.3715,point,2020-08-31,2020-09-12
26107,,2 wk ahead inc case,14.483000000000002,point,2020-08-31,2020-09-12
26109,,2 wk ahead inc case,17.395,point,2020-08-31,2020-09-12
26111,,2 wk ahead inc case,36.04600000000001,point,2020-08-31,2020-09-12
26113,,2 wk ahead inc case,4.434,point,2020-08-31,2020-09-12
26115,,2 wk ahead inc case,102.4755,point,2020-08-31,2020-09-12
26117,,2 wk ahead inc case,21.4625,point,2020-08-31,2020-09-12
26119,,2 wk ahead inc case,1.4130000000000005,point,2020-08-31,2020-09-12
26121,,2 wk ahead inc case,45.756,point,2020-08-31,2020-09-12
26123,,2 wk ahead inc case,17.4115,point,2020-08-31,2020-09-12
26125,,2 wk ahead inc case,378.0535,point,2020-08-31,2020-09-12
26127,,2 wk ahead inc case,4.244,point,2020-08-31,2020-09-12
26129,,2 wk ahead inc case,8.2065,point,2020-08-31,2020-09-12
26131,,2 wk ahead inc case,2.9559999999999995,point,2020-08-31,2020-09-12
26133,,2 wk ahead inc case,11.645,point,2020-08-31,2020-09-12
26135,,2 wk ahead inc case,0.7565000000000001,point,2020-08-31,2020-09-12
26137,,2 wk ahead inc case,10.2025,point,2020-08-31,2020-09-12
26139,,2 wk ahead inc case,81.9035,point,2020-08-31,2020-09-12
26141,,2 wk ahead inc case,0.8440000000000001,point,2020-08-31,2020-09-12
26143,,2 wk ahead inc case,15.0665,point,2020-08-31,2020-09-12
26145,,2 wk ahead inc case,105.00400000000002,point,2020-08-31,2020-09-12
26147,,2 wk ahead inc case,49.078,point,2020-08-31,2020-09-12
26149,,2 wk ahead inc case,20.1,point,2020-08-31,2020-09-12
26151,,2 wk ahead inc case,12.3595,point,2020-08-31,2020-09-12
26153,,2 wk ahead inc case,1.5670000000000002,point,2020-08-31,2020-09-12
26155,,2 wk ahead inc case,43.8325,point,2020-08-31,2020-09-12
26157,,2 wk ahead inc case,29.6685,point,2020-08-31,2020-09-12
26159,,2 wk ahead inc case,47.90600000000001,point,2020-08-31,2020-09-12
26161,,2 wk ahead inc case,153.201,point,2020-08-31,2020-09-12
26163,,2 wk ahead inc case,184.7745,point,2020-08-31,2020-09-12
26165,,2 wk ahead inc case,19.2225,point,2020-08-31,2020-09-12
27001,,2 wk ahead inc case,7.4435,point,2020-08-31,2020-09-12
27003,,2 wk ahead inc case,279.6345,point,2020-08-31,2020-09-12
27005,,2 wk ahead inc case,20.269000000000002,point,2020-08-31,2020-09-12
27007,,2 wk ahead inc case,25.32,point,2020-08-31,2020-09-12
27009,,2 wk ahead inc case,38.6265,point,2020-08-31,2020-09-12
27011,,2 wk ahead inc case,2.526,point,2020-08-31,2020-09-12
27013,,2 wk ahead inc case,80.08749999999998,point,2020-08-31,2020-09-12
27015,,2 wk ahead inc case,17.881000000000004,point,2020-08-31,2020-09-12
27017,,2 wk ahead inc case,27.678000000000004,point,2020-08-31,2020-09-12
27019,,2 wk ahead inc case,111.2055,point,2020-08-31,2020-09-12
27021,,2 wk ahead inc case,23.594,point,2020-08-31,2020-09-12
27023,,2 wk ahead inc case,2.9619999999999997,point,2020-08-31,2020-09-12
27025,,2 wk ahead inc case,69.2415,point,2020-08-31,2020-09-12
27027,,2 wk ahead inc case,35.871,point,2020-08-31,2020-09-12
27029,,2 wk ahead inc case,3.5010000000000003,point,2020-08-31,2020-09-12
27031,,2 wk ahead inc case,0.252,point,2020-08-31,2020-09-12
27033,,2 wk ahead inc case,3.1205000000000003,point,2020-08-31,2020-09-12
27035,,2 wk ahead inc case,27.065,point,2020-08-31,2020-09-12
27037,,2 wk ahead inc case,487.843,point,2020-08-31,2020-09-12
27039,,2 wk ahead inc case,14.1215,point,2020-08-31,2020-09-12
27041,,2 wk ahead inc case,17.035500000000006,point,2020-08-31,2020-09-12
27043,,2 wk ahead inc case,12.0705,point,2020-08-31,2020-09-12
27045,,2 wk ahead inc case,14.220999999999998,point,2020-08-31,2020-09-12
27047,,2 wk ahead inc case,16.442500000000006,point,2020-08-31,2020-09-12
27049,,2 wk ahead inc case,37.035,point,2020-08-31,2020-09-12
27051,,2 wk ahead inc case,1.0835,point,2020-08-31,2020-09-12
27053,,2 wk ahead inc case,581.2295,point,2020-08-31,2020-09-12
27055,,2 wk ahead inc case,13.3785,point,2020-08-31,2020-09-12
27057,,2 wk ahead inc case,8.0815,point,2020-08-31,2020-09-12
27059,,2 wk ahead inc case,30.456,point,2020-08-31,2020-09-12
27061,,2 wk ahead inc case,30.7715,point,2020-08-31,2020-09-12
27063,,2 wk ahead inc case,4.676000000000001,point,2020-08-31,2020-09-12
27065,,2 wk ahead inc case,20.881,point,2020-08-31,2020-09-12
27067,,2 wk ahead inc case,30.4795,point,2020-08-31,2020-09-12
27069,,2 wk ahead inc case,1.2055,point,2020-08-31,2020-09-12
27071,,2 wk ahead inc case,4.234,point,2020-08-31,2020-09-12
27073,,2 wk ahead inc case,4.454,point,2020-08-31,2020-09-12
27075,,2 wk ahead inc case,4.1805,point,2020-08-31,2020-09-12
27077,,2 wk ahead inc case,0.6579999999999999,point,2020-08-31,2020-09-12
27079,,2 wk ahead inc case,64.311,point,2020-08-31,2020-09-12
27081,,2 wk ahead inc case,2.9975,point,2020-08-31,2020-09-12
27083,,2 wk ahead inc case,22.31,point,2020-08-31,2020-09-12
27085,,2 wk ahead inc case,78.5105,point,2020-08-31,2020-09-12
27087,,2 wk ahead inc case,3.652,point,2020-08-31,2020-09-12
27089,,2 wk ahead inc case,6.9670000000000005,point,2020-08-31,2020-09-12
27091,,2 wk ahead inc case,11.614,point,2020-08-31,2020-09-12
27093,,2 wk ahead inc case,20.915,point,2020-08-31,2020-09-12
27095,,2 wk ahead inc case,21.44,point,2020-08-31,2020-09-12
27097,,2 wk ahead inc case,19.458,point,2020-08-31,2020-09-12
27099,,2 wk ahead inc case,14.433,point,2020-08-31,2020-09-12
27101,,2 wk ahead inc case,4.672,point,2020-08-31,2020-09-12
27103,,2 wk ahead inc case,28.768,point,2020-08-31,2020-09-12
27105,,2 wk ahead inc case,1.195,point,2020-08-31,2020-09-12
27107,,2 wk ahead inc case,4.210000000000001,point,2020-08-31,2020-09-12
27109,,2 wk ahead inc case,73.055,point,2020-08-31,2020-09-12
27111,,2 wk ahead inc case,40.9155,point,2020-08-31,2020-09-12
27113,,2 wk ahead inc case,6.2585,point,2020-08-31,2020-09-12
27115,,2 wk ahead inc case,24.957,point,2020-08-31,2020-09-12
27117,,2 wk ahead inc case,8.103000000000002,point,2020-08-31,2020-09-12
27119,,2 wk ahead inc case,25.8565,point,2020-08-31,2020-09-12
27121,,2 wk ahead inc case,8.948,point,2020-08-31,2020-09-12
27123,,2 wk ahead inc case,324.6535,point,2020-08-31,2020-09-12
27125,,2 wk ahead inc case,1.0495,point,2020-08-31,2020-09-12
27127,,2 wk ahead inc case,14.9245,point,2020-08-31,2020-09-12
27129,,2 wk ahead inc case,13.699000000000002,point,2020-08-31,2020-09-12
27131,,2 wk ahead inc case,52.938,point,2020-08-31,2020-09-12
27133,,2 wk ahead inc case,6.5495,point,2020-08-31,2020-09-12
27135,,2 wk ahead inc case,9.084,point,2020-08-31,2020-09-12
27137,,2 wk ahead inc case,122.89900000000002,point,2020-08-31,2020-09-12
27139,,2 wk ahead inc case,153.97700000000003,point,2020-08-31,2020-09-12
27141,,2 wk ahead inc case,104.72650000000002,point,2020-08-31,2020-09-12
27143,,2 wk ahead inc case,27.9035,point,2020-08-31,2020-09-12
27145,,2 wk ahead inc case,110.56199999999998,point,2020-08-31,2020-09-12
27147,,2 wk ahead inc case,32.468,point,2020-08-31,2020-09-12
27149,,2 wk ahead inc case,10.730000000000002,point,2020-08-31,2020-09-12
27151,,2 wk ahead inc case,2.387,point,2020-08-31,2020-09-12
27153,,2 wk ahead inc case,9.861,point,2020-08-31,2020-09-12
27155,,2 wk ahead inc case,1.1965,point,2020-08-31,2020-09-12
27157,,2 wk ahead inc case,15.497,point,2020-08-31,2020-09-12
27159,,2 wk ahead inc case,12.030499999999998,point,2020-08-31,2020-09-12
27161,,2 wk ahead inc case,50.7535,point,2020-08-31,2020-09-12
27163,,2 wk ahead inc case,327.4005,point,2020-08-31,2020-09-12
27165,,2 wk ahead inc case,8.5045,point,2020-08-31,2020-09-12
27167,,2 wk ahead inc case,7.017,point,2020-08-31,2020-09-12
27169,,2 wk ahead inc case,66.1075,point,2020-08-31,2020-09-12
27171,,2 wk ahead inc case,162.40500000000003,point,2020-08-31,2020-09-12
27173,,2 wk ahead inc case,16.1785,point,2020-08-31,2020-09-12
28001,,2 wk ahead inc case,36.75100000000001,point,2020-08-31,2020-09-12
28003,,2 wk ahead inc case,83.8,point,2020-08-31,2020-09-12
28005,,2 wk ahead inc case,11.5035,point,2020-08-31,2020-09-12
28007,,2 wk ahead inc case,6.559000000000001,point,2020-08-31,2020-09-12
28009,,2 wk ahead inc case,7.9595,point,2020-08-31,2020-09-12
28011,,2 wk ahead inc case,30.5935,point,2020-08-31,2020-09-12
28013,,2 wk ahead inc case,11.496999999999998,point,2020-08-31,2020-09-12
28015,,2 wk ahead inc case,4.155000000000001,point,2020-08-31,2020-09-12
28017,,2 wk ahead inc case,18.805,point,2020-08-31,2020-09-12
28019,,2 wk ahead inc case,5.1265,point,2020-08-31,2020-09-12
28021,,2 wk ahead inc case,3.1,point,2020-08-31,2020-09-12
28023,,2 wk ahead inc case,17.087,point,2020-08-31,2020-09-12
28025,,2 wk ahead inc case,16.003,point,2020-08-31,2020-09-12
28027,,2 wk ahead inc case,19.9875,point,2020-08-31,2020-09-12
28029,,2 wk ahead inc case,16.994,point,2020-08-31,2020-09-12
28031,,2 wk ahead inc case,12.5135,point,2020-08-31,2020-09-12
28033,,2 wk ahead inc case,183.09500000000003,point,2020-08-31,2020-09-12
28035,,2 wk ahead inc case,58.81550000000001,point,2020-08-31,2020-09-12
28037,,2 wk ahead inc case,8.165000000000001,point,2020-08-31,2020-09-12
28039,,2 wk ahead inc case,13.838,point,2020-08-31,2020-09-12
28041,,2 wk ahead inc case,10.3325,point,2020-08-31,2020-09-12
28043,,2 wk ahead inc case,11.370999999999999,point,2020-08-31,2020-09-12
28045,,2 wk ahead inc case,42.56950000000001,point,2020-08-31,2020-09-12
28047,,2 wk ahead inc case,181.687,point,2020-08-31,2020-09-12
28049,,2 wk ahead inc case,165.03699999999995,point,2020-08-31,2020-09-12
28051,,2 wk ahead inc case,4.434,point,2020-08-31,2020-09-12
28053,,2 wk ahead inc case,4.138,point,2020-08-31,2020-09-12
28055,,2 wk ahead inc case,0.9535,point,2020-08-31,2020-09-12
28057,,2 wk ahead inc case,52.4295,point,2020-08-31,2020-09-12
28059,,2 wk ahead inc case,171.0945,point,2020-08-31,2020-09-12
28061,,2 wk ahead inc case,14.0255,point,2020-08-31,2020-09-12
28063,,2 wk ahead inc case,4.3435,point,2020-08-31,2020-09-12
28065,,2 wk ahead inc case,18.393500000000003,point,2020-08-31,2020-09-12
28067,,2 wk ahead inc case,35.95200000000001,point,2020-08-31,2020-09-12
28069,,2 wk ahead inc case,6.885,point,2020-08-31,2020-09-12
28071,,2 wk ahead inc case,102.454,point,2020-08-31,2020-09-12
28073,,2 wk ahead inc case,59.64149999999999,point,2020-08-31,2020-09-12
28075,,2 wk ahead inc case,82.64299999999999,point,2020-08-31,2020-09-12
28077,,2 wk ahead inc case,12.7405,point,2020-08-31,2020-09-12
28079,,2 wk ahead inc case,13.249499999999998,point,2020-08-31,2020-09-12
28081,,2 wk ahead inc case,131.72750000000002,point,2020-08-31,2020-09-12
28083,,2 wk ahead inc case,16.2585,point,2020-08-31,2020-09-12
28085,,2 wk ahead inc case,23.2095,point,2020-08-31,2020-09-12
28087,,2 wk ahead inc case,44.1445,point,2020-08-31,2020-09-12
28089,,2 wk ahead inc case,79.309,point,2020-08-31,2020-09-12
28091,,2 wk ahead inc case,15.5135,point,2020-08-31,2020-09-12
